doc_id,company,manager,relation,sentence,match_manager,match_manager_ratio,match_company,match_comp_ratio
168202559,"Hedge Fund Research, Inc.",Akos Beleznay,chief_investment_officer,"Prior to joining the Manager, Mr. Beleznay was the Chief Investment Officer at Riverside, the asset management arm of HFR (Hedge Fund Research,",Mr. Beleznay,0.72,"HFR (Hedge Fund Research,",0.8
168636167,Harris Investment Management,Carl L. Eichstaedt,portfolio_manager,"Prior to joining Western Asset in 1994, Mr. Eichstaedt formerly worked as a Portfolio Manager at Harris Investment Management.",Mr. Eichstaedt,0.684210526,Harris Investment Management.,0.98245614
168636167,Western Asset Management,Carl L. Eichstaedt,other,"Prior to joining Western Asset in 1994, Mr. Eichstaedt formerly worked as a Portfolio Manager at Harris Investment Management.",Mr. Eichstaedt,0.684210526,Western Asset,0.75
169257634,"Volumetric Advisers, Inc.",Gabriel J. Gibs,other,"Mr. Gibs is also the President of Volumetric Advisers, Inc.",Mr. Gibs,0.538461538,"Volumetric Advisers, Inc.",1
169257634,"Volumetric Advisers, Inc.",Irene J. Zawitkowski,vice_president,Ms. Zawitkowski is also Executive Vice President of Volumetric Advisers.,Ms. Zawitkowski,0.684210526,Volumetric Advisers.,0.833333333
169430759,JPMorgan Investment Management,Christopher F. Corapi,analyst,"Before joining Credit Suisse, Mr. Corapi was with JPMorgan Investment Management as the head of emerging markets research and was a U.S. equity analyst at Sanford C. Bernstein & Company.","Suisse, Mr. Corapi",0.615384615,JPMorgan Investment Management,1
169533759,"Highbridge Capital Management, LLC",Daniel Stone,other,"Before forming Ionic with Adam Radosti and Daniel Stone in 2006, Mr. Baum was a Managing Director and Portfolio Manager in the US and European Volatility and Credit Arbitrage Group at Highbridge Capital Management LLC (""Highbridge"").",Daniel Stone,1,Highbridge Capital Management LLC,0.985074627
169534175,Invesco,Brian Jurkash,portfolio_manager,"Brian Jurkash, Portfolio Manager, has been associated with Invesco and/or its affiliates since 2000.","Brian Jurkash,",0.962962963,Invesco,1
169534175,BAMCO Inc,Neal Rosenberg,portfolio_manager,"Neal Rosenberg, Assistant Portfolio Manager, joined BAMCO in May of 2006.","Neal Rosenberg,",0.965517241,BAMCO,0.823529412
169535323,Cargill Investor Services,Barry Glavin,other,Barry began his financial career as a derivatives broker with Cargill Investor Services in Paris.,Barry began,0.695652174,Cargill Investor Services,1
169535323,Citigroup Asset Management,Brian Routledge,analyst,"Prior to joining SSGA Ireland, Mr. Routledge spent seven years as a senior portfolio manager and analyst at Citigroup Asset Management (then Legg Mason) in the U.S.",Mr. Routledge,0.785714286,Citigroup Asset Management,1
169535323,Credit Suisse First Boston,Brian Routledge,analyst,"Prior to this, Mr. Routledge had over twelve years' experience as a sell-side analyst for both Credit Suisse First Boston and Prudential Securities in New York.",Mr. Routledge,0.785714286,Credit Suisse First Boston,1
169535323,Prudential Securities,Brian Routledge,analyst,"Prior to this, Mr. Routledge had over twelve years' experience as a sell-side analyst for both Credit Suisse First Boston and Prudential Securities in New York.",Mr. Routledge,0.785714286,Prudential Securities,1
169535323,Setanta Asset Management,William Killeen,portfolio_manager,"Prior to joining SSGA, Mr. Killeen spent five years as a senior portfolio manager and resources sector analyst at Setanta Asset Management, the investment division of Great West Life of Canada.",Mr. Killeen,0.615384615,"Setanta Asset Management,",0.979591837
169535323,BNP Paribas Asset Management,William Killeen,analyst,"Prior to that, Mr. Killeen spent five years as a senior quantitative analyst with BNP Paribas Asset Management in London and Standard Bank, London.",Mr. Killeen,0.615384615,BNP Paribas Asset Management,1
169535323,Standard Bank,William Killeen,analyst,"Prior to that, Mr. Killeen spent five years as a senior quantitative analyst with BNP Paribas Asset Management in London and Standard Bank, London.",Mr. Killeen,0.615384615,"Standard Bank,",0.962962963
169652028,"BlackRock, Inc.",Lawrence Kemp,managing_director,"Lawrence Kemp, a Managing Director of BlackRock, since 2012, has been primarily responsible for the day-to-day management of the Portfolio since 2013.","Lawrence Kemp,",0.962962963,BlackRock,0.838709677
169653462,Wellington Management Company LLP,Cheryl M. Duckworth,portfolio_manager,"Cheryl M. Duckworth, CFA, Senior Managing Director and Associate Director of Global Industry Research of Wellington Management and located outside the U.S., supervises and coordinates a team of global industry analysts that manage the Portfolio and has served in this capacity for the Portfolio since 2014.",Cheryl M. Duckworth,0.974358974,Wellington Management,0.786885246
169653462,Wellington Management Company LLP,Cheryl M. Duckworth,portfolio_manager,Ms. Duckworth joined Wellington Management as an investment professional in 1994.,Ms. Duckworth,0.615384615,Wellington Management,0.8
169653605,PIMCO,Jeremie Banet,portfolio_manager,Jeremie Banet is an executive vice president of PIMCO and a portfolio manager on the real return team.,Jeremie Banet,1,PIMCO,1
169653605,PIMCO,Jeremie Banet,vice_president,Jeremie Banet is an executive vice president of PIMCO and a portfolio manager on the real return team.,Jeremie Banet,1,PIMCO,1
169654342,OppenheimerFunds Inc,John Delano,portfolio_manager,"Mr. Delano has been a Senior Portfolio Manager of Oppenheimer since 2017 and a Vice President and Director of Equity Research, Global Team, of Oppenheimer since 2010.",Mr. Delano,0.666666667,Oppenheimer since,0.756756757
169654342,OppenheimerFunds Inc,John Delano,vice_president,"Mr. Delano has been a Senior Portfolio Manager of Oppenheimer since 2017 and a Vice President and Director of Equity Research, Global Team, of Oppenheimer since 2010.",Mr. Delano,0.666666667,Oppenheimer since,0.756756757
169655140,PIMCO,Graham A. Rennison,portfolio_manager,"Graham A. Rennison, CFA, is a senior vice president in the quantitative portfolio management group at PIMCO, focusing on multi-asset-class systematic strategies.","Graham A. Rennison,",0.972972973,PIMCO,0.909090909
169655140,PIMCO,Graham A. Rennison,vice_president,"Graham A. Rennison, CFA, is a senior vice president in the quantitative portfolio management group at PIMCO, focusing on multi-asset-class systematic strategies.","Graham A. Rennison,",0.972972973,PIMCO,0.909090909
169655710,JPMIM,Matthew Cummings,other,"Mr. Matthew Cummings, CFA, Associate, has been an employee of JPMIM since 2008 and a member of MAS since 2013.","Matthew Cummings,",0.96969697,JPMIM,1
169657673,Voya IM,James Hasso,portfolio_manager,"James Hasso, Portfolio Manager, joined Voya IM in 2006 as an analyst covering the financials sector and later became a portfolio manager in 2008.","Jamesso,",0.956521739,Voya IM,1
170342621,Research Affiliates LLC,Robert D. Arnott,portfolio_manager,"Mr. Arnott is the Chairman and Founder of Research Affiliates, LLC and he has managed the Portfolio since its inception in April 2003.",Mr. Arnott,0.620689655,"Research Affiliates, LLC",0.978723404
170342667,Research Affiliates LLC,Robert D. Arnott,portfolio_manager,"Mr. Arnott is the Chairman and Founder of Research Affiliates, LLC and he has managed the Portfolio since its inception in April 2014.",Mr. Arnott,0.620689655,"Research Affiliates, LLC",0.978723404
170342747,PIMCO,Yacov Arnopolin,vice_president,"Messrs. Arnopolin and Balcells are Executive Vice Presidents of PIMCO, and they have managed the Portfolio since May 2017.",Arnopolin,0.642857143,PIMCO,0.909090909
170342828,PIMCO,Graham A. Rennison,vice_president,Dr. Davis is a Managing Director of PIMCO and Mr. Rennison is a Senior Vice President of PIMCO.,Mr. Rennison,0.705882353,PIMCO,1
170347337,PPM,Anthony Balestrieri,chief_investment_officer,Anthony Balestrieri is an executive vice president and chief investment officer for total return accounts at PPM.,Anthony Balestrieri,1,PPM.,0.857142857
170347337,PPM,Anthony Balestrieri,vice_president,Anthony Balestrieri is an executive vice president and chief investment officer for total return accounts at PPM.,Anthony Balestrieri,1,PPM.,0.857142857
170347337,Merrill Lynch Investment Managers,Anthony Balestrieri,portfolio_manager,"Prior to joining PPM in 2003, Anthony was the head of institutional fixed income at Merrill Lynch Investment Managers where he was responsible for overseeing $16 billion in fixed income assets.",Anthony,0.666666667,Merrill Lynch Investment Managers,1
170347337,PPM,Anthony Balestrieri,other,"Prior to joining PPM in 2003, Anthony was the head of institutional fixed income at Merrill Lynch Investment Managers where he was responsible for overseeing $16 billion in fixed income assets.",Anthony,0.666666667,PPM,1
170347337,Doheny Asset Management,Jon Christensen,analyst,"Before joining KAR in 2001, Mr. Christensen was a portfolio manager and senior research analyst for Doheny Asset Management.",Mr. Christensen,0.8,Doheny Asset Management.,0.978723404
170347337,Doheny Asset Management,Jon Christensen,portfolio_manager,"Before joining KAR in 2001, Mr. Christensen was a portfolio manager and senior research analyst for Doheny Asset Management.",Mr. Christensen,0.8,Doheny Asset Management.,0.978723404
170354139,PIMCO,Sudi Mariappa,managing_director,"Mr. Mariappa is a Managing Director of PIMCO, and he has managed the Portfolio since June 2016.",Mr. Mariappa,0.72,PIMCO,0.909090909
170354272,Macquarie Investment Management,Francis X. Morris,other,Francis X. Morris joined Macquarie Investment Management (MIM),Francis X. Morris,1,Macquarie Investment Management,1
170354841,PIMCO,Jeremie Banet,portfolio_manager,"Mr. Banet is an Executive Vice President of PIMCO, and he has managed the Fund since January 2015.",Mr. Banet,0.636363636,PIMCO,0.909090909
170354841,PIMCO,Jeremie Banet,vice_president,"Mr. Banet is an Executive Vice President of PIMCO, and he has managed the Fund since January 2015.",Mr. Banet,0.636363636,PIMCO,0.909090909
170354841,PIMCO,Jeremie Banet,vice_president,Mr. Banet is an Executive Vice President of PIMCO.,Mr. Banet,0.636363636,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,chief_investment_officer,"Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO, and he has managed the Fund since December 2007.",Mr. Worah,0.8,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,managing_director,"Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO, and he has managed the Fund since December 2007.",Mr. Worah,0.8,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,chief_investment_officer,"Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO, and he has managed the Fund since its inception in August 2011.",Mr. Worah,0.8,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,managing_director,"Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO, and he has managed the Fund since its inception in August 2011.",Mr. Worah,0.8,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,chief_investment_officer,Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO.,Mr. Worah,0.8,PIMCO,0.909090909
170354841,PIMCO,Mihir Worah,managing_director,Mr. Worah is CIO Real Return and Asset Allocation and Managing Director of PIMCO.,Mr. Worah,0.8,PIMCO,0.909090909
170435550,Milliman Financial Risk Management LLC,Charles Lowery,portfolio_manager,Charles Lowery is a portfolio manager within Milliman Financial Risk Management LLC.,Charles Lowery,1,Milliman Financial Risk Management LLC.,0.987012987
170435550,Milliman Financial Risk Management LLC,Louis Ng,other,"Louis Ng, FRM is Director of ETF Capital Markets at Milliman Financial Risk Management LLC.","Louis Ng,",0.941176471,Milliman Financial Risk Management LLC.,0.987012987
170527852,Eagle Boston,Jack McPherson,portfolio_manager,"Messrs. Adams and McPherson were jointly and primarily responsible for the day-to-day management of the Eagle Boston Small Cap Equity strategy, which had an inception date of November 1, 2006.",McPherson,0.814814815,Eagle Boston,1
170527852,Eagle Boston,Jack McPherson,portfolio_manager,"The performance returns shown in the above table for the periods prior to January 1, 2015, are those of the Eagle Boston Institutional Small Cap Equity Composite, which was managed by David Adams, CFA and Jack McPherson, CFA at Eagle Boston, their prior employer.","Jack McPherson,",0.965517241,Eagle Boston,1
171859473,Nordea Investment Management,Magnus Larsson,portfolio_manager,"Prior to joining TimesSquare in 2012, Mr. Larsson was a Portfolio Manager at Nordea Investment Management where he focused on European small and mid cap equities.",Mr. Larsson,0.72,Nordea Investment Management,1
175920127,BBH&Co,Andrew P. Hofer,managing_director,"Andrew P. Hofer and Neil Hohmann serve as co-portfolio managers to the Fund, as well as BBH&Co.",Andrew P. Hofer,1,BBH&Co.,0.923076923
176450356,Osterweis Capital Management LLC,Eddy Vataru,portfolio_manager,"Mr. Eddy Vataru serves as Vice President and Portfolio Manager for the Adviser and Osterweis Capital Management,",Eddy Vataru,1,"Osterweis Capital Management,",0.861538462
176450356,Osterweis Capital Management LLC,Eddy Vataru,vice_president,"Mr. Eddy Vataru serves as Vice President and Portfolio Manager for the Adviser and Osterweis Capital Management,",Eddy Vataru,1,"Osterweis Capital Management,",0.861538462
176450356,Osterweis Capital Management Inc,James L. Callinan,portfolio_manager,"Mr. James L. Callinan serves as Vice President and Portfolio Manager for the Adviser and Osterweis Capital Management,",James L. Callinan,1,"Osterweis Capital Management,",0.861538462
176450356,Osterweis Capital Management Inc,James L. Callinan,vice_president,"Mr. James L. Callinan serves as Vice President and Portfolio Manager for the Adviser and Osterweis Capital Management,",James L. Callinan,1,"Osterweis Capital Management,",0.861538462
176450356,"Osterweis Capital Management, LLC",John S. Osterweis,chief_investment_officer,"Mr. John S. Osterweis serves as Chairman and Chief Investment Officer of Osterweis Capital Management, Inc. and Osterweis Capital Management, LLC.",John S. Osterweis,1,"Osterweis Capital Management, LLC.",0.985074627
176514473,Barclays Global Investors,Alan Mason,other,"Mr. Mason's service with the firm dates back to 1991, including his years with Barclays Global Investors (BGI), which merged with BlackRock in 2009.",Mr. Mason,0.571428571,Barclays Global Investors,1
176514473,"BlackRock, Inc.",Amy Whitelaw,managing_director,"Amy Whitelaw, Managing Director, is the Head of the US & Canadian iShares Equity Portfolio Management team within BlackRock's Index Equity team.","Amy Whitelaw,",0.96,BlackRock,0.75
176514473,"BlackRock, Inc.",Amy Whitelaw,other,"Ms. Whitelaw's service with BlackRock dates back to 1998, including her years with Barclays Global Investors (BGI), which merged with BlackRock in 2009.",Ms. Whitelaw,0.692307692,BlackRock,0.814814815
178167943,Columbia Threadneedle Investments,Greg Meisenger,other,"Prior to joining Columbia Threadneedle Investments, Mr. Meisenger was a Senior Fixed Income Trader with Thrivent Financial from 2004 to 2014.",Mr. Meisenger,0.814814815,"Columbia Threadneedle Investments,",0.985074627
